retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,stay_home,lgd_state_name,date,lgd_district_name,av_stay_home
-46,-27,0,-66,-33,19,bihar,13apr2020,saran,16.714285
-47,-30,2,-62,-35,16,bihar,14apr2020,saran,16.571428
-47,-22,0,-61,-30,16,bihar,15apr2020,saran,16.428572
-75,-14,4,-59,-33,17,bihar,16apr2020,saran,16.571428
-76,-11,0,-63,-32,17,bihar,17apr2020,saran,16
-75,-14,-1,-64,-33,17,bihar,18apr2020,saran,15.714286
-75,-16,-5,-61,-24,14,bihar,19apr2020,saran,15.428572
-76,-15,3,-64,-32,15,bihar,20apr2020,saran,15.142858
-76,-13,6,-60,-31,14,bihar,21apr2020,saran,14.714286
-74,-5,4,-57,-28,14,bihar,22apr2020,saran,14.428572
-74,-8,6,-55,-30,15,bihar,23apr2020,saran,14.571428
-73,-3,4,-59,-26,14,bihar,24apr2020,saran,14.857142
-74,-10,7,-61,-30,15,bihar,25apr2020,saran,15.142858
-77,-19,-5,-63,-21,15,bihar,26apr2020,saran,15.428572
-75,-12,3,-64,-29,17,bihar,27apr2020,saran,15.428572
-75,-12,3,-61,-29,16,bihar,28apr2020,saran,15.857142
-75,-11,2,-59,-27,16,bihar,29apr2020,saran,15.714286
-75,-13,2,-57,-28,15,bihar,30apr2020,saran,15.285714
-77,-19,0,-64,-34,17,bihar,01may2020,saran,15
-74,-9,7,-59,-26,14,bihar,02may2020,saran,14.714286
-73,-10,-3,-58,-16,12,bihar,03may2020,saran,14.142858
-74,-7,8,-61,-24,15,bihar,04may2020,saran,13.857142
-76,-13,2,-59,-29,14,bihar,05may2020,saran,13.142858
-73,-6,8,-55,-23,12,bihar,06may2020,saran,12.857142
-72,-5,10,-52,-24,13,bihar,07may2020,saran,12.428572
-69,6,14,-53,-19,12,bihar,08may2020,saran,12.142858
-70,3,12,-54,-21,12,bihar,09may2020,saran,11.714286
-70,4,7,-52,-9,9,bihar,10may2020,saran,11.571428
-70,6,16,-56,-18,13,bihar,11may2020,saran,11.285714
-67,11,19,-49,-17,11,bihar,12may2020,saran,11
-68,12,16,-49,-17,11,bihar,13may2020,saran,10.714286
-67,12,19,-46,-16,11,bihar,14may2020,saran,10.571428
-66,19,18,-50,-14,10,bihar,15may2020,saran,10.142858
-66,17,17,-50,-14,10,bihar,16may2020,saran,9.8571424
-65,15,13,-47,-5,8,bihar,17may2020,saran,9.5714283
-65,20,23,-50,-13,10,bihar,18may2020,saran,9.2857141
-63,22,33,-44,-13,9,bihar,19may2020,saran,9.2857141
-64,24,27,-39,-12,9,bihar,20may2020,saran,9.1428576
-62,26,22,-37,-11,9,bihar,21may2020,saran,9
-61,30,26,-43,-10,10,bihar,22may2020,saran,9.1428576
-62,29,31,-42,-12,9,bihar,23may2020,saran,8.8571424
-62,25,25,-34,-3,7,bihar,24may2020,saran,8.8571424
-66,17,34,-46,-21,11,bihar,25may2020,saran,8.7142859
-59,34,36,-26,-10,7,bihar,26may2020,saran,8.4285717
-61,32,33,-32,-10,9,bihar,27may2020,saran,8.2857141
-59,37,33,-34,-9,8,bihar,28may2020,saran,7.8571429
-60,40,35,-41,-8,8,bihar,29may2020,saran,7.1428571
-59,39,35,-43,-7,8,bihar,30may2020,saran,6.8571429
-59,35,28,-38,1,4,bihar,31may2020,saran,6.2857141
-56,46,39,-39,-7,6,bihar,01jun2020,saran,5.8571429
-55,52,36,-32,-5,5,bihar,02jun2020,saran,6.4285712
-55,58,36,-27,-4,5,bihar,03jun2020,saran,5.8571429
-53,57,38,-26,-4,5,bihar,04jun2020,saran,5.7142859
-60,13,21,-42,-11,12,bihar,05jun2020,saran,5.4285712
-47,62,41,-29,-3,4,bihar,06jun2020,saran,5.2857141
-48,57,34,-26,5,3,bihar,07jun2020,saran,5.1428571
-46,61,41,-32,-4,4,bihar,08jun2020,saran,5
-49,55,39,-27,-5,4,bihar,09jun2020,saran,3.8571429
-44,64,40,-25,-4,4,bihar,10jun2020,saran,3.7142856
-42,63,47,-22,-5,4,bihar,11jun2020,saran,3.5714285
-37,75,48,-27,-3,4,bihar,12jun2020,saran,3.8571429
-39,68,50,-28,-7,3,bihar,13jun2020,saran,3.8571429
-40,69,43,-24,2,2,bihar,14jun2020,saran,4
-46,56,48,-35,-10,6,bihar,15jun2020,saran,4.2857141
-44,61,45,-28,-6,4,bihar,16jun2020,saran,5
-42,63,43,-24,-7,5,bihar,17jun2020,saran,5.2857141
-47,48,43,-27,-8,6,bihar,18jun2020,saran,5.8571429
-49,43,37,-35,-9,9,bihar,19jun2020,saran,5.7142859
-44,58,42,-30,-6,5,bihar,20jun2020,saran,5.5714288
-47,48,37,-31,0,6,bihar,21jun2020,saran,5.2857141
-41,64,52,-31,-7,5,bihar,22jun2020,saran,5.1428571
-39,73,50,-23,-6,3,bihar,23jun2020,saran,4.2857141
-39,72,50,-20,-6,3,bihar,24jun2020,saran,3.8571429
-43,52,49,-26,-9,5,bihar,25jun2020,saran,3.2857144
-39,70,55,-27,-7,3,bihar,26jun2020,saran,3.1428571
-39,65,53,-28,-10,2,bihar,27jun2020,saran,3.2857144
-39,64,44,-26,-4,2,bihar,28jun2020,saran,3.1428571
-42,60,53,-34,-8,4,bihar,29jun2020,saran,3
-42,54,51,-24,-9,4,bihar,30jun2020,saran,3.2857144
-40,58,51,-22,-5,2,bihar,01jul2020,saran,4.2857141
-39,58,51,-17,-5,4,bihar,02jul2020,saran,4.2857141
-42,51,40,-29,-5,5,bihar,03jul2020,saran,4.4285712
-54,17,30,-41,-13,9,bihar,04jul2020,saran,4.7142859
-40,52,33,-23,1,2,bihar,05jul2020,saran,4.8571429
-43,50,43,-32,-7,5,bihar,06jul2020,saran,5.2857141
-45,42,41,-28,-7,6,bihar,07jul2020,saran,5.5714288
-41,55,41,-20,-5,3,bihar,08jul2020,saran,5
-49,37,54,-26,-7,7,bihar,09jul2020,saran,5.4285712
-45,42,35,-31,-7,7,bihar,10jul2020,saran,5.5714288
-42,55,43,-27,-6,5,bihar,11jul2020,saran,5.5714288
-44,46,30,-29,2,5,bihar,12jul2020,saran,5.5714288
-43,53,41,-31,-5,6,bihar,13jul2020,saran,6.1428571
-45,43,35,-27,-8,6,bihar,14jul2020,saran,6.7142859
-22,84,55,-10,-3,3,bihar,15jul2020,saran,7.4285712
-56,10,34,-38,-16,11,bihar,16jul2020,saran,8
-55,14,28,-43,-12,11,bihar,17jul2020,saran,9.1428576
-57,13,26,-42,-15,10,bihar,18jul2020,saran,9.7142859
-60,-2,11,-47,-9,9,bihar,19jul2020,saran,10.714286
-62,-1,23,-52,-21,14,bihar,20jul2020,saran,10.714286
-58,12,23,-43,-16,10,bihar,21jul2020,saran,10.571428
-56,18,26,-39,-15,10,bihar,22jul2020,saran,10.571428
-55,15,25,-39,-15,11,bihar,23jul2020,saran,10.285714
-55,23,31,-40,-11,10,bihar,24jul2020,saran,9.7142859
-55,21,31,-37,-14,10,bihar,25jul2020,saran,9.8571424
-53,25,25,-36,-3,7,bihar,26jul2020,saran,9.7142859
-54,25,38,-40,-14,10,bihar,27jul2020,saran,9.7142859
-60,5,30,-43,-20,11,bihar,28jul2020,saran,9.5714283
-54,20,32,-35,-15,9,bihar,29jul2020,saran,9.2857141
-55,10,31,-38,-18,11,bihar,30jul2020,saran,9
-51,15,32,-41,-16,9,bihar,31jul2020,saran,8.4285717
-49,20,30,-38,-20,8,bihar,01aug2020,saran,7.5714288
-42,37,32,-27,-3,5,bihar,02aug2020,saran,7
-48,21,53,-41,-27,6,bihar,03aug2020,saran,6.1428571
-43,26,34,-32,-13,5,bihar,04aug2020,saran,5.1428571
-40,7,3,-35,-11,5,bihar,05aug2020,saran,4.4285712
-43,1,-1,-37,-12,5,bihar,06aug2020,saran,3.8571429
-35,16,11,-34,-3,2,bihar,07aug2020,saran,3.4285715
-37,11,22,-35,-4,3,bihar,08aug2020,saran,3.2857144
-38,12,10,-34,10,1,bihar,09aug2020,saran,3.4285715
-31,27,23,-35,-1,3,bihar,10aug2020,saran,3.2857144
-34,19,10,-30,-6,4,bihar,11aug2020,saran,3.4285715
-36,14,8,-34,-1,6,bihar,12aug2020,saran,3.5714285
-31,23,16,-26,0,4,bihar,13aug2020,saran,3.7142856
-29,31,23,-30,4,3,bihar,14aug2020,saran,3.5714285
-34,19,16,-35,-4,4,bihar,15aug2020,saran,3.2857144
-30,29,16,-27,15,2,bihar,16aug2020,saran,2.8571429
,,,,5,2,bihar,17aug2020,saran,2.7142856
,,,,5,2,bihar,18aug2020,saran,3
,,,,4,3,bihar,19aug2020,saran,3.1428571
,,,,0,3,bihar,20aug2020,saran,3.2857144
,,,,0,5,bihar,21aug2020,saran,3.5714285
,,,,-1,5,bihar,22aug2020,saran,3.7142856
,,,,9,3,bihar,23aug2020,saran,3.8571429
,,,,0,4,bihar,24aug2020,saran,4
,,,,-1,3,bihar,25aug2020,saran,3.7142856
,,,,-1,4,bihar,26aug2020,saran,3.4285715
,,,,-1,4,bihar,27aug2020,saran,3.4285715
,,,,-1,3,bihar,28aug2020,saran,3.4285715
,,,,-2,3,bihar,29aug2020,saran,3.5714285
,,,,5,3,bihar,30aug2020,saran,3.5714285
,,,,-4,4,bihar,31aug2020,saran,3.8571429
,,,,-7,4,bihar,01sep2020,saran,4.2857141
,,,,-6,4,bihar,02sep2020,saran,4.4285712
,,,,-9,6,bihar,03sep2020,saran,4.5714288
,,,,-7,6,bihar,04sep2020,saran,4.7142859
,,,,-6,4,bihar,05sep2020,saran,4.5714288
,,,,-2,4,bihar,06sep2020,saran,4.5714288
,,,,-9,5,bihar,07sep2020,saran,4.8571429
,,,,-8,3,bihar,08sep2020,saran,5
,,,,-10,4,bihar,09sep2020,saran,5.2857141
,,,,-18,8,bihar,10sep2020,saran,5.2857141
,,,,-17,7,bihar,11sep2020,saran,5.4285712
,,,,-17,6,bihar,12sep2020,saran,5.7142859
,,,,-11,4,bihar,13sep2020,saran,5.8571429
,,,,-13,6,bihar,14sep2020,saran,6
,,,,-13,5,bihar,15sep2020,saran,6.1428571
,,,,-12,5,bihar,16sep2020,saran,6.1428571
,,,,-18,9,bihar,17sep2020,saran,6.5714288
,,,,-14,8,bihar,18sep2020,saran,6.7142859
,,,,-12,6,bihar,19sep2020,saran,
,,,,-10,7,bihar,20sep2020,saran,
,,,,-13,7,bihar,21sep2020,saran,
10,29,19,11,10,-1,bihar,15feb2020,sheikhpura,
8,31,-5,17,3,-2,bihar,16feb2020,sheikhpura,
4,23,21,9,6,-1,bihar,17feb2020,sheikhpura,
2,18,7,16,2,0,bihar,18feb2020,sheikhpura,-.71428573
2,30,11,20,4,0,bihar,19feb2020,sheikhpura,-.42857143
7,28,-10,19,3,-1,bihar,20feb2020,sheikhpura,-.42857143
1,26,-8,15,-8,0,bihar,21feb2020,sheikhpura,-.5714286
-5,17,-8,-1,-2,1,bihar,22feb2020,sheikhpura,-.5714286
0,26,1,1,0,-2,bihar,23feb2020,sheikhpura,-.85714287
-1,17,-6,2,3,-2,bihar,24feb2020,sheikhpura,-1
-3,10,-11,8,-1,0,bihar,25feb2020,sheikhpura,-1.1428572
6,39,-4,0,-2,-2,bihar,26feb2020,sheikhpura,-1.4285715
11,26,-1,-5,-2,-2,bihar,27feb2020,sheikhpura,-1.4285715
2,27,6,-1,-1,-1,bihar,28feb2020,sheikhpura,-1.7142857
9,34,9,2,7,-1,bihar,29feb2020,sheikhpura,-2
20,43,1,3,-1,-2,bihar,01mar2020,sheikhpura,-1.7142857
7,31,6,-10,1,-4,bihar,02mar2020,sheikhpura,-1.4285715
6,25,-7,-4,-1,-2,bihar,03mar2020,sheikhpura,-1.7142857
7,36,-17,1,4,0,bihar,04mar2020,sheikhpura,-2.2857144
10,30,-13,-10,1,0,bihar,05mar2020,sheikhpura,-3
13,35,-6,6,0,-3,bihar,06mar2020,sheikhpura,-2.2857144
23,48,10,17,4,-5,bihar,07mar2020,sheikhpura,.42857143
48,87,14,36,-1,-7,bihar,08mar2020,sheikhpura,1.5714285
21,55,16,-2,-18,1,bihar,09mar2020,sheikhpura,1.2857143
-51,-62,-3,-48,-51,17,bihar,10mar2020,sheikhpura,1.8571428
-16,-5,3,-27,-39,8,bihar,11mar2020,sheikhpura,4.1428571
24,56,8,16,-11,-2,bihar,12mar2020,sheikhpura,5
5,40,18,11,-9,1,bihar,13mar2020,sheikhpura,5
-34,-24,2,-34,-24,11,bihar,14mar2020,sheikhpura,2.5714285
15,50,0,1,0,-1,bihar,15mar2020,sheikhpura,1.5714285
9,35,4,-9,0,1,bihar,16mar2020,sheikhpura,2.1428571
4,21,0,2,-1,0,bihar,17mar2020,sheikhpura,2.4285715
5,25,11,-1,0,1,bihar,18mar2020,sheikhpura,1.2857143
9,14,25,-6,-2,2,bihar,19mar2020,sheikhpura,3.5714285
6,11,33,-12,-2,3,bihar,20mar2020,sheikhpura,4.8571429
-2,16,38,-9,1,3,bihar,21mar2020,sheikhpura,6.7142859
-58,-64,-8,-57,-30,15,bihar,22mar2020,sheikhpura,9.1428576
-34,-28,16,-57,-21,10,bihar,23mar2020,sheikhpura,11.428572
-47,-52,-4,-57,-32,13,bihar,24mar2020,sheikhpura,13.714286
-55,-60,0,-64,-37,18,bihar,25mar2020,sheikhpura,15.857142
-57,-61,8,-63,-38,18,bihar,26mar2020,sheikhpura,15.857142
-57,-59,1,-61,-38,19,bihar,27mar2020,sheikhpura,16.857143
-57,-60,5,-63,-35,18,bihar,28mar2020,sheikhpura,17.428572
-52,-56,-2,-65,-24,15,bihar,29mar2020,sheikhpura,17.285715
-54,-63,5,-69,-33,17,bihar,30mar2020,sheikhpura,17.285715
-55,-61,-5,-58,-35,17,bihar,31mar2020,sheikhpura,16.857143
-54,-55,8,-58,-37,17,bihar,01apr2020,sheikhpura,16.428572
-57,-61,-5,-63,-37,18,bihar,02apr2020,sheikhpura,16
-56,-58,-3,-60,-32,16,bihar,03apr2020,sheikhpura,16
-54,-59,10,-58,-28,15,bihar,04apr2020,sheikhpura,15.857142
-53,-54,-2,-56,-18,12,bihar,05apr2020,sheikhpura,15.857142
-55,-57,-2,-63,-31,17,bihar,06apr2020,sheikhpura,15.857142
-49,-38,-3,-54,-31,16,bihar,07apr2020,sheikhpura,16.142857
-51,-41,2,-54,-30,17,bihar,08apr2020,sheikhpura,16.571428
-51,-36,10,-57,-33,18,bihar,09apr2020,sheikhpura,17.142857
-53,-39,17,-57,-37,18,bihar,10apr2020,sheikhpura,17.285715
-51,-42,11,-54,-30,18,bihar,11apr2020,sheikhpura,17.571428
-47,-36,4,-51,-20,16,bihar,12apr2020,sheikhpura,17.714285
-51,-39,6,-56,-27,18,bihar,13apr2020,sheikhpura,17.714285
-52,-43,-5,-51,-34,18,bihar,14apr2020,sheikhpura,17.714285
-53,-42,1,-56,-25,18,bihar,15apr2020,sheikhpura,17.714285
-78,-26,-32,-48,-27,18,bihar,16apr2020,sheikhpura,17.571428
-78,-28,-31,-50,-26,18,bihar,17apr2020,sheikhpura,17.428572
-78,-26,-26,-50,-26,18,bihar,18apr2020,sheikhpura,17.142857
-77,-29,-42,-54,-22,15,bihar,19apr2020,sheikhpura,16.857143
-77,-23,-31,-59,-23,17,bihar,20apr2020,sheikhpura,16.714285
-78,-25,-32,-50,-26,16,bihar,21apr2020,sheikhpura,16.428572
-77,-21,-32,-51,-23,16,bihar,22apr2020,sheikhpura,16.285715
-77,-23,-33,-49,-25,17,bihar,23apr2020,sheikhpura,16
-76,-19,-33,-44,-22,16,bihar,24apr2020,sheikhpura,15.857142
-77,-20,-30,-47,-19,17,bihar,25apr2020,sheikhpura,15.857142
-77,-15,-37,-53,-14,13,bihar,26apr2020,sheikhpura,16
-79,-21,-26,-51,-19,16,bihar,27apr2020,sheikhpura,16
-75,-24,-32,-48,-21,16,bihar,28apr2020,sheikhpura,16
-78,-23,-29,-50,-19,17,bihar,29apr2020,sheikhpura,15.571428
-75,-21,-29,-51,-21,17,bihar,30apr2020,sheikhpura,15.428572
-77,-21,-27,-50,-28,16,bihar,01may2020,sheikhpura,15.142858
-73,-13,-30,-47,-17,14,bihar,02may2020,sheikhpura,14.857142
-73,-11,-31,-44,-9,12,bihar,03may2020,sheikhpura,14.285714
-75,-11,-23,-47,-16,14,bihar,04may2020,sheikhpura,13.857142
-75,-17,-26,-44,-21,14,bihar,05may2020,sheikhpura,13.285714
-72,4,-27,-41,-13,13,bihar,06may2020,sheikhpura,13
-72,-6,-28,-44,-19,14,bihar,07may2020,sheikhpura,12.714286
-69,4,-17,-35,-10,12,bihar,08may2020,sheikhpura,12.428572
-70,-2,-17,-37,-9,12,bihar,09may2020,sheikhpura,12.285714
-66,-1,-25,-35,1,10,bihar,10may2020,sheikhpura,12.142858
-68,2,-20,-42,-6,12,bihar,11may2020,sheikhpura,12
-67,2,-29,-37,-9,13,bihar,12may2020,sheikhpura,12.142858
-66,6,-17,-36,-6,12,bihar,13may2020,sheikhpura,12
-69,2,-18,-37,-6,13,bihar,14may2020,sheikhpura,12.142858
-68,2,-12,-30,-5,13,bihar,15may2020,sheikhpura,12.142858
-69,-7,-18,-35,0,11,bihar,16may2020,sheikhpura,12
-67,-2,-26,-29,5,11,bihar,17may2020,sheikhpura,11.857142
-68,5,-13,-34,-2,12,bihar,18may2020,sheikhpura,11.571428
-67,5,-26,-32,-3,12,bihar,19may2020,sheikhpura,11.285714
-66,15,-13,-28,-4,11,bihar,20may2020,sheikhpura,11.142858
-64,17,-20,-28,-4,11,bihar,21may2020,sheikhpura,10.571428
-64,17,-17,-31,-3,11,bihar,22may2020,sheikhpura,10.428572
-63,15,-20,-28,0,10,bihar,23may2020,sheikhpura,10
-59,17,-25,-28,7,7,bihar,24may2020,sheikhpura,9.8571424
-67,10,-13,-35,-10,11,bihar,25may2020,sheikhpura,9.4285717
-62,15,-23,-3,-1,9,bihar,26may2020,sheikhpura,8.8571424
-67,18,-32,-11,-8,10,bihar,27may2020,sheikhpura,8.4285717
-61,19,-25,-15,-5,8,bihar,28may2020,sheikhpura,8.2857141
-61,18,-15,-27,-4,7,bihar,29may2020,sheikhpura,7.8571429
-58,26,-15,-29,1,7,bihar,30may2020,sheikhpura,7.7142859
-56,25,-22,-21,7,6,bihar,31may2020,sheikhpura,7.2857141
-60,26,-15,-25,1,8,bihar,01jun2020,sheikhpura,7.1428571
-58,35,-16,-21,0,8,bihar,02jun2020,sheikhpura,7
-55,48,-20,-21,3,7,bihar,03jun2020,sheikhpura,6.7142859
-56,46,-14,-15,1,7,bihar,04jun2020,sheikhpura,6.4285712
-59,41,-11,-15,-4,6,bihar,05jun2020,sheikhpura,6
-55,52,-9,-20,4,5,bihar,06jun2020,sheikhpura,5.7142859
-53,56,-21,-15,11,4,bihar,07jun2020,sheikhpura,5.5714288
-57,59,-17,-19,6,5,bihar,08jun2020,sheikhpura,5.4285712
-57,50,-24,-10,5,6,bihar,09jun2020,sheikhpura,5.2857141
-54,59,-19,-14,5,6,bihar,10jun2020,sheikhpura,5.2857141
-53,62,-16,-14,5,6,bihar,11jun2020,sheikhpura,5.1428571
-50,63,-4,-8,4,5,bihar,12jun2020,sheikhpura,5.2857141
-48,73,-7,-11,-1,5,bihar,13jun2020,sheikhpura,4.8571429
-46,71,-8,-11,10,3,bihar,14jun2020,sheikhpura,4.5714288
-57,49,-9,-28,-3,6,bihar,15jun2020,sheikhpura,4.7142859
-49,57,-11,-6,1,3,bihar,16jun2020,sheikhpura,4.5714288
-48,78,-14,-9,2,4,bihar,17jun2020,sheikhpura,4.2857141
-48,49,-17,-21,-2,7,bihar,18jun2020,sheikhpura,4.5714288
-41,62,-12,-19,-2,4,bihar,19jun2020,sheikhpura,4.2857141
-39,77,-16,-21,4,3,bihar,20jun2020,sheikhpura,4.2857141
-40,60,-26,-23,3,5,bihar,21jun2020,sheikhpura,4.1428571
-34,80,-13,-20,0,4,bihar,22jun2020,sheikhpura,3.5714285
-31,68,-20,-6,1,3,bihar,23jun2020,sheikhpura,3.5714285
-29,97,-11,-10,-2,3,bihar,24jun2020,sheikhpura,3.2857144
-31,80,-9,-21,-5,3,bihar,25jun2020,sheikhpura,2.5714285
-39,51,-7,-28,-9,4,bihar,26jun2020,sheikhpura,2.1428571
-24,96,-12,-16,0,1,bihar,27jun2020,sheikhpura,2
-21,100,-12,-2,0,0,bihar,28jun2020,sheikhpura,2
-33,74,0,-23,-2,1,bihar,29jun2020,sheikhpura,2.1428571
-27,94,8,-14,-2,2,bihar,30jun2020,sheikhpura,2.1428571
-29,106,2,-15,2,3,bihar,01jul2020,sheikhpura,2.4285715
-33,100,3,-18,-1,4,bihar,02jul2020,sheikhpura,2.7142856
-35,95,10,-14,-1,4,bihar,03jul2020,sheikhpura,3.1428571
-33,91,-3,-19,4,3,bihar,04jul2020,sheikhpura,3.7142856
-28,102,-5,-11,8,2,bihar,05jul2020,sheikhpura,3.8571429
-39,92,9,-22,2,4,bihar,06jul2020,sheikhpura,4
-38,78,3,-20,0,6,bihar,07jul2020,sheikhpura,4.4285712
-37,91,17,-10,0,4,bihar,08jul2020,sheikhpura,4.7142859
-28,100,6,-16,0,5,bihar,09jul2020,sheikhpura,5
-48,54,13,-33,-8,7,bihar,10jul2020,sheikhpura,5.1428571
-41,77,22,-26,-1,5,bihar,11jul2020,sheikhpura,5.1428571
-39,69,8,-24,8,4,bihar,12jul2020,sheikhpura,5.2857141
-46,65,26,-30,-1,5,bihar,13jul2020,sheikhpura,6
-43,54,13,-24,-4,6,bihar,14jul2020,sheikhpura,6.4285712
-33,111,7,-16,-2,5,bihar,15jul2020,sheikhpura,7.1428571
-61,-7,9,-38,-13,10,bihar,16jul2020,sheikhpura,8
-59,-1,10,-35,-14,10,bihar,17jul2020,sheikhpura,9
-56,4,5,-36,-13,10,bihar,18jul2020,sheikhpura,9.8571424
-63,-15,-3,-42,-12,10,bihar,19jul2020,sheikhpura,10.857142
-62,6,15,-43,-15,12,bihar,20jul2020,sheikhpura,11.285714
-62,-5,-10,-45,-18,12,bihar,21jul2020,sheikhpura,11.571428
-64,-2,8,-45,-18,12,bihar,22jul2020,sheikhpura,11.428572
-67,-21,4,-45,-21,13,bihar,23jul2020,sheikhpura,11
-65,-15,-2,-43,-20,12,bihar,24jul2020,sheikhpura,10.714286
-62,-5,13,-43,-12,9,bihar,25jul2020,sheikhpura,10.285714
-60,6,1,-41,-3,7,bihar,26jul2020,sheikhpura,10
-62,10,18,-39,-10,10,bihar,27jul2020,sheikhpura,9.5714283
-57,6,8,-37,-11,9,bihar,28jul2020,sheikhpura,9.2857141
-56,17,11,-39,-9,10,bihar,29jul2020,sheikhpura,9.1428576
-54,10,3,-43,-11,10,bihar,30jul2020,sheikhpura,8.7142859
-52,9,5,-34,-10,10,bihar,31jul2020,sheikhpura,8
-48,33,5,-36,-8,8,bihar,01aug2020,sheikhpura,7.7142859
-35,72,6,-30,7,4,bihar,02aug2020,sheikhpura,7
-54,32,20,-35,-18,5,bihar,03aug2020,sheikhpura,6.5714288
-50,23,-2,-38,-12,7,bihar,04aug2020,sheikhpura,5.7142859
-45,31,-7,-36,-2,5,bihar,05aug2020,sheikhpura,5.1428571
-43,28,-13,-37,-1,7,bihar,06aug2020,sheikhpura,4.7142859
-44,30,9,-29,1,4,bihar,07aug2020,sheikhpura,4.5714288
-44,38,1,-29,8,4,bihar,08aug2020,sheikhpura,4.2857141
-39,44,-6,-29,19,1,bihar,09aug2020,sheikhpura,4.2857141
-40,46,15,-30,9,4,bihar,10aug2020,sheikhpura,3.8571429
-37,39,-1,-27,-3,5,bihar,11aug2020,sheikhpura,3.7142856
-44,36,-7,-31,2,5,bihar,12aug2020,sheikhpura,3.5714285
-40,48,-3,-27,6,4,bihar,13aug2020,sheikhpura,3.5714285
-37,50,2,-26,8,3,bihar,14aug2020,sheikhpura,3.4285715
-35,47,1,-24,4,3,bihar,15aug2020,sheikhpura,3.1428571
-30,61,-5,-23,17,1,bihar,16aug2020,sheikhpura,2.8571429
,,,,10,3,bihar,17aug2020,sheikhpura,2.8571429
,,,,10,3,bihar,18aug2020,sheikhpura,3.2857144
,,,,8,3,bihar,19aug2020,sheikhpura,3.7142856
,,,,4,4,bihar,20aug2020,sheikhpura,4
,,,,4,6,bihar,21aug2020,sheikhpura,4
,,,,4,6,bihar,22aug2020,sheikhpura,4.2857141
,,,,6,3,bihar,23aug2020,sheikhpura,4.5714288
,,,,7,3,bihar,24aug2020,sheikhpura,4.5714288
,,,,3,5,bihar,25aug2020,sheikhpura,4.2857141
,,,,1,5,bihar,26aug2020,sheikhpura,4
,,,,2,4,bihar,27aug2020,sheikhpura,4
,,,,0,4,bihar,28aug2020,sheikhpura,4.2857141
,,,,5,4,bihar,29aug2020,sheikhpura,4.2857141
,,,,7,3,bihar,30aug2020,sheikhpura,4.2857141
,,,,0,5,bihar,31aug2020,sheikhpura,4.7142859
,,,,-6,5,bihar,01sep2020,sheikhpura,5
,,,,-2,5,bihar,02sep2020,sheikhpura,5.2857141
,,,,-4,7,bihar,03sep2020,sheikhpura,5.5714288
,,,,-5,6,bihar,04sep2020,sheikhpura,5.8571429
,,,,0,6,bihar,05sep2020,sheikhpura,6.1428571
,,,,3,5,bihar,06sep2020,sheikhpura,6.4285712
,,,,-3,7,bihar,07sep2020,sheikhpura,6.4285712
,,,,-5,7,bihar,08sep2020,sheikhpura,6.5714288
,,,,-7,7,bihar,09sep2020,sheikhpura,6.4285712
,,,,-15,7,bihar,10sep2020,sheikhpura,6.4285712
,,,,-17,7,bihar,11sep2020,sheikhpura,6.2857141
,,,,-13,5,bihar,12sep2020,sheikhpura,6.7142859
,,,,-9,5,bihar,13sep2020,sheikhpura,6.5714288
,,,,-8,6,bihar,14sep2020,sheikhpura,6.8571429
,,,,-14,10,bihar,15sep2020,sheikhpura,7.1428571
,,,,-8,6,bihar,16sep2020,sheikhpura,7.7142859
,,,,-14,9,bihar,17sep2020,sheikhpura,8.1428576
,,,,-12,9,bihar,18sep2020,sheikhpura,8.8571424
,,,,-4,9,bihar,19sep2020,sheikhpura,
,,,,-6,8,bihar,20sep2020,sheikhpura,
,,,,-12,11,bihar,21sep2020,sheikhpura,
1,0,,2,7,0,bihar,15feb2020,sheohar,
4,4,,2,0,0,bihar,16feb2020,sheohar,
1,0,,6,3,-1,bihar,17feb2020,sheohar,
7,8,,11,5,-1,bihar,18feb2020,sheohar,-.85714287
,8,,1,0,-2,bihar,19feb2020,sheohar,-1
,0,,2,2,0,bihar,20feb2020,sheohar,-1
,-2,,10,-6,-2,bihar,21feb2020,sheohar,-.85714287
6,3,,0,2,-1,bihar,22feb2020,sheohar,-.14285715
0,13,,3,2,0,bihar,23feb2020,sheohar,-.5714286
5,1,,11,5,0,bihar,24feb2020,sheohar,-1.2857143
,-17,,-18,-4,4,bihar,25feb2020,sheohar,-1.7142857
,10,,8,1,-5,bihar,26feb2020,sheohar,-2
,4,,11,2,-5,bihar,27feb2020,sheohar,-2.4285715
,8,,31,4,-5,bihar,28feb2020,sheohar,-2.8571429
11,3,,24,5,-3,bihar,29feb2020,sheohar,-4.4285712
15,15,,11,-1,-3,bihar,01mar2020,sheohar,-4
19,15,,31,3,-3,bihar,02mar2020,sheohar,-3.5714285
5,16,,29,6,-7,bihar,03mar2020,sheohar,-3.2857144
,18,,24,11,-2,bihar,04mar2020,sheohar,-3
,16,,23,7,-2,bihar,05mar2020,sheohar,-2.8571429
,23,,46,7,-3,bihar,06mar2020,sheohar,-2.7142856
15,15,,42,8,-1,bihar,07mar2020,sheohar,
37,51,,45,1,-2,bihar,08mar2020,sheohar,
27,36,,45,-9,-2,bihar,09mar2020,sheohar,
,-1,,-2,-30,,bihar,10mar2020,sheohar,
