retail_and_recreation_percent_ch,grocery_and_pharmacy_percent_cha,parks_percent_change_from_baseli,transit_stations_percent_change_,workplaces_percent_change_from_b,stay_home,lgd_state_name,date,lgd_district_name,av_stay_home
-73,-17,-59,-48,-18,15,bihar,11may2020,saharsa,13.571428
-72,-17,-55,-44,-18,15,bihar,12may2020,saharsa,14
-71,-13,-55,-43,-17,14,bihar,13may2020,saharsa,14
-69,-11,-51,-44,-17,14,bihar,14may2020,saharsa,14
-70,-17,-58,-42,-14,14,bihar,15may2020,saharsa,13.714286
-69,-14,-59,-41,-12,14,bihar,16may2020,saharsa,13.428572
-68,-10,-56,-42,-2,12,bihar,17may2020,saharsa,13.142858
-67,-4,-55,-40,-12,13,bihar,18may2020,saharsa,12.857142
-68,-7,-54,-38,-12,13,bihar,19may2020,saharsa,12.571428
-68,2,-51,-37,-12,12,bihar,20may2020,saharsa,12.285714
-66,7,-50,-32,-14,12,bihar,21may2020,saharsa,12
-67,0,-54,-32,-12,12,bihar,22may2020,saharsa,11.857142
-67,4,-51,-34,-11,12,bihar,23may2020,saharsa,11.571428
-66,-3,-60,-37,-3,10,bihar,24may2020,saharsa,11.142858
-67,-3,-58,-36,-21,12,bihar,25may2020,saharsa,11
-66,-1,-51,-31,-13,11,bihar,26may2020,saharsa,10.714286
-64,14,-48,-26,-11,9,bihar,27may2020,saharsa,10.428572
-65,5,-47,-33,-11,11,bihar,28may2020,saharsa,10.285714
-63,12,-52,-30,-8,10,bihar,29may2020,saharsa,9.7142859
-65,12,-51,-31,-5,10,bihar,30may2020,saharsa,9.2857141
-64,4,-58,-33,0,9,bihar,31may2020,saharsa,8.8571424
-60,19,-54,-28,-7,8,bihar,01jun2020,saharsa,8.1428576
-60,21,-48,-25,-6,8,bihar,02jun2020,saharsa,8.2857141
-59,30,-50,-22,-6,6,bihar,03jun2020,saharsa,7.7142859
-57,26,-45,-22,-7,6,bihar,04jun2020,saharsa,7.2857141
-57,-2,-57,-33,-10,11,bihar,05jun2020,saharsa,7
-48,25,-50,-18,-4,6,bihar,06jun2020,saharsa,6.8571429
-47,23,-55,-23,4,6,bihar,07jun2020,saharsa,6.8571429
-47,36,-45,-21,-4,6,bihar,08jun2020,saharsa,6.8571429
-45,28,-45,-19,-6,7,bihar,09jun2020,saharsa,6.1428571
-45,42,-51,-15,-8,6,bihar,10jun2020,saharsa,6.2857141
-47,40,-48,-15,-8,6,bihar,11jun2020,saharsa,6.4285712
-48,35,-50,-13,-5,6,bihar,12jun2020,saharsa,6.4285712
-47,36,-49,-12,-6,7,bihar,13jun2020,saharsa,6.2857141
-48,30,-57,-19,1,7,bihar,14jun2020,saharsa,6.2857141
-48,42,-50,-15,-7,6,bihar,15jun2020,saharsa,6.5714288
-47,36,-44,-12,-6,6,bihar,16jun2020,saharsa,6.7142859
-47,43,-53,-10,-9,6,bihar,17jun2020,saharsa,6.7142859
-51,13,-49,-24,-11,8,bihar,18jun2020,saharsa,7
-50,28,-50,-15,-7,7,bihar,19jun2020,saharsa,7
-47,32,-49,-13,-4,7,bihar,20jun2020,saharsa,7
-50,16,-56,-25,0,9,bihar,21jun2020,saharsa,6.7142859
-44,39,-52,-10,-8,6,bihar,22jun2020,saharsa,6.7142859
-40,40,-50,-6,-8,6,bihar,23jun2020,saharsa,7
-42,47,-50,-8,-6,4,bihar,24jun2020,saharsa,6.8571429
-50,13,-51,-22,-12,8,bihar,25jun2020,saharsa,6.5714288
-52,17,-51,-19,-10,9,bihar,26jun2020,saharsa,6.7142859
-44,39,-49,-8,-8,6,bihar,27jun2020,saharsa,6.5714288
-48,18,-59,-20,-1,7,bihar,28jun2020,saharsa,6.7142859
-47,24,-52,-17,-7,7,bihar,29jun2020,saharsa,6.4285712
-35,34,-52,-11,-6,5,bihar,30jun2020,saharsa,6
-35,43,-50,-9,-4,5,bihar,01jul2020,saharsa,6.1428571
-35,36,-49,-16,-6,6,bihar,02jul2020,saharsa,5.8571429
-34,44,-55,-9,-3,6,bihar,03jul2020,saharsa,5.5714288
-38,30,-53,-13,-3,7,bihar,04jul2020,saharsa,5.7142859
-33,41,-54,-12,1,5,bihar,05jul2020,saharsa,5.7142859
-37,41,-52,-12,-4,5,bihar,06jul2020,saharsa,6.1428571
-39,34,-49,-11,-5,6,bihar,07jul2020,saharsa,6.2857141
-38,34,-54,-13,-3,5,bihar,08jul2020,saharsa,6.5714288
-39,26,-51,-21,-6,9,bihar,09jul2020,saharsa,7.2857141
-43,22,-54,-15,-3,7,bihar,10jul2020,saharsa,8.1428576
-41,22,-55,-19,-5,9,bihar,11jul2020,saharsa,8.7142859
-53,-3,-55,-30,-3,10,bihar,12jul2020,saharsa,9.1428576
-54,0,-54,-30,-11,11,bihar,13jul2020,saharsa,9.5714283
-51,2,-45,-22,-10,10,bihar,14jul2020,saharsa,10.285714
-47,20,-34,-14,-8,8,bihar,15jul2020,saharsa,10.571428
-53,-7,-39,-31,-12,12,bihar,16jul2020,saharsa,11.142858
-54,-6,-41,-27,-8,12,bihar,17jul2020,saharsa,12.142858
-53,-1,-37,-25,-8,11,bihar,18jul2020,saharsa,12.428572
-62,-25,-46,-40,-7,14,bihar,19jul2020,saharsa,12.857142
-66,-28,-48,-44,-22,18,bihar,20jul2020,saharsa,12.857142
-52,-1,-39,-25,-10,12,bihar,21jul2020,saharsa,12.857142
-56,-3,-43,-29,-11,11,bihar,22jul2020,saharsa,12.857142
-56,-8,-39,-30,-13,12,bihar,23jul2020,saharsa,12.285714
-58,-9,-42,-30,-11,12,bihar,24jul2020,saharsa,11.285714
-55,-5,-38,-26,-11,11,bihar,25jul2020,saharsa,11.285714
-53,-5,-41,-31,-1,10,bihar,26jul2020,saharsa,11.285714
-55,0,-44,-29,-10,11,bihar,27jul2020,saharsa,11.142858
-53,0,-37,-27,-11,12,bihar,28jul2020,saharsa,11
-55,3,-36,-26,-11,11,bihar,29jul2020,saharsa,10.857142
-53,-1,-38,-29,-12,11,bihar,30jul2020,saharsa,10.428572
-54,-3,-42,-25,-12,11,bihar,31jul2020,saharsa,10
-51,3,-39,-22,-16,10,bihar,01aug2020,saharsa,9.7142859
-41,17,-39,-18,0,7,bihar,02aug2020,saharsa,9
-49,6,-43,-21,-25,8,bihar,03aug2020,saharsa,8.5714283
-47,-1,-41,-29,-14,10,bihar,04aug2020,saharsa,8
-40,-1,-40,-22,-6,6,bihar,05aug2020,saharsa,7.5714288
-36,-4,-40,-27,-4,8,bihar,06aug2020,saharsa,7.4285712
-37,-7,-40,-21,1,7,bihar,07aug2020,saharsa,7.1428571
-35,0,-39,-21,0,7,bihar,08aug2020,saharsa,6.5714288
-34,-5,-37,-27,11,6,bihar,09aug2020,saharsa,6.7142859
-31,6,-38,-20,1,6,bihar,10aug2020,saharsa,6.4285712
-29,12,-37,-15,-4,6,bihar,11aug2020,saharsa,6.2857141
-38,-1,-38,-23,1,7,bihar,12aug2020,saharsa,6.4285712
-33,4,-35,-20,1,6,bihar,13aug2020,saharsa,6.4285712
-35,5,-35,-16,6,6,bihar,14aug2020,saharsa,6.5714288
-37,-5,-34,-21,-1,8,bihar,15aug2020,saharsa,6.5714288
-33,4,-38,-21,17,6,bihar,16aug2020,saharsa,6.4285712
,,,,4,7,bihar,17aug2020,saharsa,6.5714288
,,,,6,6,bihar,18aug2020,saharsa,6.7142859
,,,,4,6,bihar,19aug2020,saharsa,6.7142859
,,,,0,7,bihar,20aug2020,saharsa,6.5714288
,,,,0,7,bihar,21aug2020,saharsa,6.4285712
,,,,-6,8,bihar,22aug2020,saharsa,6.5714288
,,,,8,5,bihar,23aug2020,saharsa,6.5714288
,,,,2,6,bihar,24aug2020,saharsa,6.5714288
,,,,0,7,bihar,25aug2020,saharsa,6.5714288
,,,,2,6,bihar,26aug2020,saharsa,6.4285712
,,,,-1,7,bihar,27aug2020,saharsa,6.8571429
,,,,0,7,bihar,28aug2020,saharsa,7
,,,,1,7,bihar,29aug2020,saharsa,7.2857141
,,,,5,8,bihar,30aug2020,saharsa,7.2857141
,,,,-1,7,bihar,31aug2020,saharsa,7.4285712
,,,,-5,9,bihar,01sep2020,saharsa,7.7142859
,,,,-5,6,bihar,02sep2020,saharsa,7.8571429
,,,,-8,8,bihar,03sep2020,saharsa,7.8571429
,,,,-5,9,bihar,04sep2020,saharsa,8
,,,,-5,8,bihar,05sep2020,saharsa,7.7142859
,,,,1,8,bihar,06sep2020,saharsa,7.7142859
,,,,-8,8,bihar,07sep2020,saharsa,8
,,,,-8,7,bihar,08sep2020,saharsa,8
,,,,-9,6,bihar,09sep2020,saharsa,8.2857141
,,,,-15,10,bihar,10sep2020,saharsa,8.2857141
,,,,-14,9,bihar,11sep2020,saharsa,8.2857141
,,,,-18,10,bihar,12sep2020,saharsa,8.4285717
,,,,-9,8,bihar,13sep2020,saharsa,8.7142859
,,,,-13,8,bihar,14sep2020,saharsa,8.8571424
,,,,-13,8,bihar,15sep2020,saharsa,8.8571424
,,,,-11,8,bihar,16sep2020,saharsa,8.7142859
,,,,-19,11,bihar,17sep2020,saharsa,9
,,,,-11,9,bihar,18sep2020,saharsa,9.2857141
,,,,-9,9,bihar,19sep2020,saharsa,
,,,,-8,10,bihar,20sep2020,saharsa,
,,,,-13,10,bihar,21sep2020,saharsa,
5,7,7,5,6,-1,bihar,15feb2020,samastipur,
6,6,12,5,4,-2,bihar,16feb2020,samastipur,
3,5,11,4,3,-1,bihar,17feb2020,samastipur,
2,8,14,6,2,-1,bihar,18feb2020,samastipur,-1
1,10,12,8,4,-1,bihar,19feb2020,samastipur,-1
5,13,10,10,1,-1,bihar,20feb2020,samastipur,-.85714287
4,3,16,5,-8,0,bihar,21feb2020,samastipur,-.85714287
4,1,15,3,-1,-1,bihar,22feb2020,samastipur,-.5714286
3,-1,5,5,3,-1,bihar,23feb2020,samastipur,-.71428573
3,2,10,1,4,-1,bihar,24feb2020,samastipur,-.71428573
-7,-5,1,-3,1,1,bihar,25feb2020,samastipur,-.85714287
3,9,12,5,4,-2,bihar,26feb2020,samastipur,-1.1428572
5,8,9,8,2,-1,bihar,27feb2020,samastipur,-1.2857143
8,8,19,8,3,-1,bihar,28feb2020,samastipur,-1.5714285
9,10,12,8,5,-3,bihar,29feb2020,samastipur,-2.2857144
9,7,16,12,3,-2,bihar,01mar2020,samastipur,-2.2857144
10,9,30,8,1,-3,bihar,02mar2020,samastipur,-2.2857144
11,6,17,11,4,-4,bihar,03mar2020,samastipur,-2.2857144
13,12,13,12,6,-2,bihar,04mar2020,samastipur,-2.1428571
16,17,24,13,4,-1,bihar,05mar2020,samastipur,-2.2857144
20,13,32,13,5,-1,bihar,06mar2020,samastipur,-1.7142857
20,18,26,27,6,-2,bihar,07mar2020,samastipur,.5714286
35,29,49,62,4,-3,bihar,08mar2020,samastipur,1.4285715
23,26,44,12,-8,1,bihar,09mar2020,samastipur,1.2857143
-31,-44,-3,-47,-44,12,bihar,10mar2020,samastipur,1.5714285
5,9,23,-5,-26,4,bihar,11mar2020,samastipur,2.8571429
20,22,31,22,-5,-2,bihar,12mar2020,samastipur,3.4285715
9,7,20,11,0,1,bihar,13mar2020,samastipur,3.4285715
-9,-17,1,-13,-7,7,bihar,14mar2020,samastipur,1.7142857
13,11,15,12,5,1,bihar,15mar2020,samastipur,1.4285715
14,10,23,5,3,1,bihar,16mar2020,samastipur,2.1428571
11,8,17,4,1,0,bihar,17mar2020,samastipur,2.4285715
8,10,15,1,2,2,bihar,18mar2020,samastipur,1.8571428
8,10,16,-2,1,3,bihar,19mar2020,samastipur,4.1428571
10,9,14,-5,1,3,bihar,20mar2020,samastipur,5.5714288
8,10,10,-7,0,3,bihar,21mar2020,samastipur,7.2857141
-48,-63,-29,-63,-31,17,bihar,22mar2020,samastipur,9.4285717
-17,-10,0,-49,-18,11,bihar,23mar2020,samastipur,11.714286
-32,-32,-12,-59,-29,12,bihar,24mar2020,samastipur,14
-43,-43,-19,-68,-34,17,bihar,25mar2020,samastipur,16.285715
-45,-46,-20,-69,-36,19,bihar,26mar2020,samastipur,16.142857
-46,-50,-18,-70,-35,19,bihar,27mar2020,samastipur,17.428572
-47,-51,-26,-70,-35,19,bihar,28mar2020,samastipur,18.142857
-46,-53,-29,-69,-23,16,bihar,29mar2020,samastipur,18.285715
-45,-50,-17,-72,-33,20,bihar,30mar2020,samastipur,18.285715
-42,-48,-20,-68,-33,17,bihar,31mar2020,samastipur,18
-45,-46,-18,-70,-33,18,bihar,01apr2020,samastipur,17.571428
-43,-47,-20,-69,-36,19,bihar,02apr2020,samastipur,17.142857
-41,-46,-14,-69,-30,17,bihar,03apr2020,samastipur,17
-40,-44,-17,-67,-28,16,bihar,04apr2020,samastipur,16.714285
-40,-48,-23,-66,-17,13,bihar,05apr2020,samastipur,16.428572
-42,-45,-8,-69,-31,19,bihar,06apr2020,samastipur,16.142857
-39,-23,26,-62,-31,15,bihar,07apr2020,samastipur,16.142857
-41,-19,18,-63,-30,16,bihar,08apr2020,samastipur,16.285715
-39,-20,17,-63,-32,17,bihar,09apr2020,samastipur,16.428572
-40,-25,23,-65,-33,17,bihar,10apr2020,samastipur,16.428572
-41,-24,15,-64,-30,17,bihar,11apr2020,samastipur,16.571428
-39,-25,6,-62,-19,14,bihar,12apr2020,samastipur,16.714285
-40,-24,27,-65,-29,19,bihar,13apr2020,samastipur,16.714285
-40,-24,21,-64,-32,16,bihar,14apr2020,samastipur,16.714285
-47,-23,19,-66,-28,17,bihar,15apr2020,samastipur,16.571428
-74,5,16,-60,-30,17,bihar,16apr2020,samastipur,16.571428
-74,1,10,-63,-30,17,bihar,17apr2020,samastipur,16.142857
-75,-3,6,-62,-29,16,bihar,18apr2020,samastipur,16
-74,-9,-4,-61,-21,14,bihar,19apr2020,samastipur,15.428572
-74,0,16,-63,-28,16,bihar,20apr2020,samastipur,15.142858
-75,-4,12,-62,-31,15,bihar,21apr2020,samastipur,14.571428
-73,10,13,-59,-24,13,bihar,22apr2020,samastipur,14.285714
-73,8,14,-58,-28,15,bihar,23apr2020,samastipur,14.285714
-74,-2,10,-60,-26,13,bihar,24apr2020,samastipur,14.142858
-73,7,11,-58,-24,14,bihar,25apr2020,samastipur,14
-75,-14,-8,-62,-17,14,bihar,26apr2020,samastipur,14.142858
-73,3,17,-61,-25,15,bihar,27apr2020,samastipur,14
-75,1,13,-60,-25,14,bihar,28apr2020,samastipur,14.428572
-74,9,19,-59,-23,14,bihar,29apr2020,samastipur,14.428572
-73,9,15,-58,-23,14,bihar,30apr2020,samastipur,14
-76,-5,11,-63,-29,16,bihar,01may2020,samastipur,13.714286
-72,3,10,-57,-22,14,bihar,02may2020,samastipur,13.714286
-73,-1,1,-56,-13,11,bihar,03may2020,samastipur,13.571428
-72,10,19,-57,-19,13,bihar,04may2020,samastipur,13.571428
-74,-1,19,-58,-24,14,bihar,05may2020,samastipur,12.857142
-72,14,19,-56,-17,13,bihar,06may2020,samastipur,12.571428
-71,12,11,-57,-22,14,bihar,07may2020,samastipur,12.285714
-67,20,20,-53,-15,11,bihar,08may2020,samastipur,12.285714
-68,15,19,-54,-17,12,bihar,09may2020,samastipur,11.857142
-69,11,2,-52,-7,9,bihar,10may2020,samastipur,11.571428
-66,16,24,-55,-14,13,bihar,11may2020,samastipur,11.285714
-68,24,22,-50,-15,11,bihar,12may2020,samastipur,11.285714
-68,24,20,-51,-12,11,bihar,13may2020,samastipur,11
-67,26,23,-49,-12,12,bihar,14may2020,samastipur,10.857142
-63,26,22,-49,-9,11,bihar,15may2020,samastipur,10.428572
-65,22,19,-49,-9,10,bihar,16may2020,samastipur,10.142858
-66,15,8,-47,-2,8,bihar,17may2020,samastipur,9.8571424
-63,26,28,-47,-8,10,bihar,18may2020,samastipur,9.5714283
-64,28,34,-45,-9,9,bihar,19may2020,samastipur,9.4285717
-61,35,32,-42,-6,9,bihar,20may2020,samastipur,9.4285717
-61,38,33,-38,-9,10,bihar,21may2020,samastipur,9.4285717
-61,32,33,-46,-9,10,bihar,22may2020,samastipur,9.7142859
-63,26,31,-45,-9,10,bihar,23may2020,samastipur,9.4285717
-64,17,17,-42,0,8,bihar,24may2020,samastipur,9.2857141
-63,19,40,-49,-18,12,bihar,25may2020,samastipur,9.1428576
-61,31,46,-37,-7,7,bihar,26may2020,samastipur,8.8571424
-60,40,34,-34,-6,8,bihar,27may2020,samastipur,8.4285717
-60,40,48,-36,-8,9,bihar,28may2020,samastipur,7.8571429
-56,44,49,-38,-4,8,bihar,29may2020,samastipur,7.1428571
-57,38,42,-38,-4,7,bihar,30may2020,samastipur,6.7142859
-59,30,31,-39,5,4,bihar,31may2020,samastipur,6.1428571
-55,37,45,-40,-5,7,bihar,01jun2020,samastipur,5.5714288
-52,46,52,-32,-3,4,bihar,02jun2020,samastipur,5.5714288
-50,55,53,-30,-2,4,bihar,03jun2020,samastipur,5.1428571
-50,59,60,-27,-3,5,bihar,04jun2020,samastipur,5
-50,34,38,-37,-7,8,bihar,05jun2020,samastipur,4.7142859
-44,54,43,-25,0,4,bihar,06jun2020,samastipur,4.7142859
-46,50,36,-22,4,3,bihar,07jun2020,samastipur,4.7142859
-44,54,48,-31,-3,5,bihar,08jun2020,samastipur,4.5714288
-45,57,61,-25,-3,4,bihar,09jun2020,samastipur,4
-44,68,59,-23,-4,4,bihar,10jun2020,samastipur,4
-36,69,68,-22,-5,4,bihar,11jun2020,samastipur,4
-34,63,69,-24,-4,4,bihar,12jun2020,samastipur,4.1428571
-36,59,57,-22,-4,4,bihar,13jun2020,samastipur,4
-37,56,43,-20,4,3,bihar,14jun2020,samastipur,4
-43,40,54,-34,-6,6,bihar,15jun2020,samastipur,4
-38,62,67,-24,-4,3,bihar,16jun2020,samastipur,4.5714288
-39,65,65,-24,-6,4,bihar,17jun2020,samastipur,4.5714288
-39,55,62,-23,-6,4,bihar,18jun2020,samastipur,5
-41,42,48,-31,-7,8,bihar,19jun2020,samastipur,4.8571429
-35,55,53,-20,-3,4,bihar,20jun2020,samastipur,4.8571429
-42,37,31,-28,2,6,bihar,21jun2020,samastipur,4.7142859
-35,57,61,-25,-5,5,bihar,22jun2020,samastipur,5.1428571
-33,62,58,-20,-7,3,bihar,23jun2020,samastipur,4.7142859
-33,74,56,-18,-5,3,bihar,24jun2020,samastipur,4.5714288
-42,46,39,-30,-12,7,bihar,25jun2020,samastipur,4.1428571
-37,44,55,-29,-10,5,bihar,26jun2020,samastipur,4.1428571
-32,55,56,-19,-7,3,bihar,27jun2020,samastipur,4
-35,49,37,-21,0,3,bihar,28jun2020,samastipur,3.8571429
-37,45,54,-29,-8,5,bihar,29jun2020,samastipur,3.4285715
-26,56,56,-20,-7,2,bihar,30jun2020,samastipur,3.2857144
-28,63,58,-21,-6,2,bihar,01jul2020,samastipur,3.2857144
-31,56,59,-21,-6,4,bihar,02jul2020,samastipur,3.1428571
-29,51,62,-22,-6,4,bihar,03jul2020,samastipur,3
-26,55,53,-18,-2,3,bihar,04jul2020,samastipur,3.2857144
-26,55,48,-14,1,2,bihar,05jul2020,samastipur,3.5714285
-30,44,59,-26,-5,4,bihar,06jul2020,samastipur,4.1428571
-31,57,64,-21,-5,4,bihar,07jul2020,samastipur,4.5714288
-33,58,54,-25,-3,4,bihar,08jul2020,samastipur,5
-35,46,51,-28,-7,8,bihar,09jul2020,samastipur,5.5714288
-39,38,60,-33,-8,7,bihar,10jul2020,samastipur,6.2857141
-33,49,52,-27,-6,6,bihar,11jul2020,samastipur,6.4285712
-39,36,32,-30,1,6,bihar,12jul2020,samastipur,6.4285712
-41,33,52,-39,-10,9,bihar,13jul2020,samastipur,6.8571429
-32,55,63,-23,-7,5,bihar,14jul2020,samastipur,7.2857141
-21,73,65,-17,-3,4,bihar,15jul2020,samastipur,7.7142859
-46,28,45,-43,-13,11,bihar,16jul2020,samastipur,8.2857141
-45,30,50,-44,-12,10,bihar,17jul2020,samastipur,9.5714283
-43,29,44,-40,-9,9,bihar,18jul2020,samastipur,10.428572
-52,3,20,-46,-5,10,bihar,19jul2020,samastipur,11.285714
-59,-10,29,-60,-25,18,bihar,20jul2020,samastipur,11.571428
-47,20,48,-43,-15,11,bihar,21jul2020,samastipur,11.571428
-44,32,56,-40,-11,10,bihar,22jul2020,samastipur,11.714286
-48,15,50,-46,-17,13,bihar,23jul2020,samastipur,11.285714
-40,28,54,-41,-11,10,bihar,24jul2020,samastipur,10.142858
-41,27,43,-39,-13,10,bihar,25jul2020,samastipur,9.8571424
-42,21,30,-39,-2,7,bihar,26jul2020,samastipur,9.5714283
-42,22,50,-43,-12,10,bihar,27jul2020,samastipur,9
-44,21,51,-40,-14,9,bihar,28jul2020,samastipur,8.7142859
-42,29,54,-39,-13,8,bihar,29jul2020,samastipur,8.2857141
-41,30,59,-39,-15,9,bihar,30jul2020,samastipur,7.8571429
-39,27,52,-38,-13,8,bihar,31jul2020,samastipur,7.1428571
-35,31,54,-35,-15,7,bihar,01aug2020,samastipur,6.5714288
-27,45,47,-25,0,4,bihar,02aug2020,samastipur,6.1428571
-35,30,61,-38,-24,5,bihar,03aug2020,samastipur,5.4285712
-31,29,48,-35,-12,5,bihar,04aug2020,samastipur,4.7142859
-26,14,16,-37,-5,5,bihar,05aug2020,samastipur,4.2857141
-21,15,17,-34,-6,4,bihar,06aug2020,samastipur,4.1428571
-16,19,30,-33,1,3,bihar,07aug2020,samastipur,4
-18,17,23,-32,1,4,bihar,08aug2020,samastipur,3.7142856
-20,11,15,-32,13,3,bihar,09aug2020,samastipur,3.7142856
-10,29,32,-30,4,4,bihar,10aug2020,samastipur,3.7142856
-12,29,34,-25,-2,3,bihar,11aug2020,samastipur,3.7142856
-19,20,22,-34,3,5,bihar,12aug2020,samastipur,3.7142856
-15,27,30,-27,2,4,bihar,13aug2020,samastipur,3.5714285
-11,23,27,-27,5,3,bihar,14aug2020,samastipur,3.5714285
-15,20,24,-29,-1,4,bihar,15aug2020,samastipur,3.4285715
-14,20,14,-25,16,2,bihar,16aug2020,samastipur,3
,,,,6,4,bihar,17aug2020,samastipur,3
,,,,7,2,bihar,18aug2020,samastipur,3.4285715
,,,,6,2,bihar,19aug2020,samastipur,3.5714285
,,,,1,4,bihar,20aug2020,samastipur,3.5714285
,,,,-1,6,bihar,21aug2020,samastipur,3.5714285
,,,,-2,5,bihar,22aug2020,samastipur,3.7142856
,,,,10,2,bihar,23aug2020,samastipur,3.8571429
,,,,1,4,bihar,24aug2020,samastipur,3.8571429
,,,,1,3,bihar,25aug2020,samastipur,3.4285715
,,,,3,3,bihar,26aug2020,samastipur,3.2857144
,,,,0,4,bihar,27aug2020,samastipur,3.4285715
,,,,0,3,bihar,28aug2020,samastipur,3.4285715
,,,,0,4,bihar,29aug2020,samastipur,3.4285715
,,,,5,3,bihar,30aug2020,samastipur,3.4285715
,,,,-1,4,bihar,31aug2020,samastipur,3.5714285
,,,,-6,3,bihar,01sep2020,samastipur,3.8571429
,,,,-3,3,bihar,02sep2020,samastipur,3.8571429
,,,,-7,5,bihar,03sep2020,samastipur,3.8571429
,,,,-5,5,bihar,04sep2020,samastipur,4.1428571
,,,,-4,4,bihar,05sep2020,samastipur,4.2857141
,,,,-1,3,bihar,06sep2020,samastipur,4.2857141
,,,,-7,6,bihar,07sep2020,samastipur,4.2857141
,,,,-8,4,bihar,08sep2020,samastipur,4.2857141
,,,,-7,3,bihar,09sep2020,samastipur,4.2857141
,,,,-15,5,bihar,10sep2020,samastipur,4.2857141
,,,,-14,5,bihar,11sep2020,samastipur,4
,,,,-15,4,bihar,12sep2020,samastipur,4.1428571
,,,,-9,3,bihar,13sep2020,samastipur,4.2857141
,,,,-11,4,bihar,14sep2020,samastipur,4.7142859
,,,,-12,5,bihar,15sep2020,samastipur,4.8571429
,,,,-9,4,bihar,16sep2020,samastipur,5.1428571
,,,,-16,8,bihar,17sep2020,samastipur,5.5714288
,,,,-11,6,bihar,18sep2020,samastipur,6.1428571
,,,,-8,6,bihar,19sep2020,samastipur,
,,,,-6,6,bihar,20sep2020,samastipur,
,,,,-12,8,bihar,21sep2020,samastipur,
5,9,6,6,4,-2,bihar,15feb2020,saran,
10,12,5,13,1,-3,bihar,16feb2020,saran,
5,6,9,8,2,-2,bihar,17feb2020,saran,
9,10,14,16,1,-2,bihar,18feb2020,saran,-1.8571428
5,9,9,15,4,-2,bihar,19feb2020,saran,-1.7142857
7,10,14,22,1,-3,bihar,20feb2020,saran,-1.4285715
2,1,16,2,-9,1,bihar,21feb2020,saran,-1.2857143
3,6,11,8,1,-1,bihar,22feb2020,saran,-.71428573
2,6,6,9,3,-1,bihar,23feb2020,saran,-.85714287
3,11,37,7,5,-1,bihar,24feb2020,saran,-.71428573
-17,-10,-3,0,-2,2,bihar,25feb2020,saran,-1
5,16,7,13,2,-3,bihar,26feb2020,saran,-1
3,12,11,11,4,-2,bihar,27feb2020,saran,-1
5,13,9,5,7,-1,bihar,28feb2020,saran,-1.2857143
4,11,3,5,7,-1,bihar,29feb2020,saran,-2
4,10,0,4,5,-1,bihar,01mar2020,saran,-1.7142857
3,12,12,3,1,-3,bihar,02mar2020,saran,-1.5714285
0,8,6,10,5,-3,bihar,03mar2020,saran,-1.5714285
4,12,14,12,7,-1,bihar,04mar2020,saran,-1.7142857
6,13,10,15,7,-1,bihar,05mar2020,saran,-2.2857144
8,19,14,12,8,-1,bihar,06mar2020,saran,-2
11,21,12,34,6,-2,bihar,07mar2020,saran,0
28,46,22,65,4,-5,bihar,08mar2020,saran,.71428573
21,45,23,15,-5,-1,bihar,09mar2020,saran,.5714286
-38,-35,-8,-36,-40,11,bihar,10mar2020,saran,1
-13,-5,7,3,-27,4,bihar,11mar2020,saran,2
10,20,12,34,-1,-2,bihar,12mar2020,saran,2.7142856
1,11,12,12,1,2,bihar,13mar2020,saran,3
-9,-4,5,3,-3,5,bihar,14mar2020,saran,1.4285715
3,10,2,16,5,0,bihar,15mar2020,saran,.85714287
1,11,6,7,3,1,bihar,16mar2020,saran,1.4285715
1,8,4,8,2,0,bihar,17mar2020,saran,1.4285715
-1,6,6,7,2,0,bihar,18mar2020,saran,1.1428572
-2,3,5,4,1,2,bihar,19mar2020,saran,3.2857144
-1,6,7,-7,2,2,bihar,20mar2020,saran,4.7142859
-4,4,5,-12,-2,3,bihar,21mar2020,saran,6.5714288
-55,-55,-26,-53,-29,15,bihar,22mar2020,saran,9
-32,-25,-8,-54,-23,11,bihar,23mar2020,saran,11.285714
-46,-41,-16,-62,-33,13,bihar,24mar2020,saran,13.571428
-52,-49,-24,-65,-37,17,bihar,25mar2020,saran,15.714286
-54,-51,-25,-65,-37,18,bihar,26mar2020,saran,15.571428
-54,-52,-27,-70,-36,18,bihar,27mar2020,saran,16.571428
-55,-53,-27,-70,-37,18,bihar,28mar2020,saran,17
-50,-46,-28,-65,-24,14,bihar,29mar2020,saran,17
-55,-50,-26,-70,-36,18,bihar,30mar2020,saran,17
-55,-53,-26,-69,-36,16,bihar,31mar2020,saran,17
-55,-53,-25,-68,-36,17,bihar,01apr2020,saran,16.714285
-56,-55,-29,-68,-38,18,bihar,02apr2020,saran,16.428572
-54,-52,-28,-69,-33,18,bihar,03apr2020,saran,16.428572
-52,-50,-22,-68,-31,16,bihar,04apr2020,saran,16.285715
-50,-47,-28,-65,-18,12,bihar,05apr2020,saran,16.142857
-53,-50,-17,-70,-35,18,bihar,06apr2020,saran,16
-45,-27,1,-62,-35,15,bihar,07apr2020,saran,16
-45,-27,-4,-61,-34,16,bihar,08apr2020,saran,16.285715
-45,-28,1,-59,-36,17,bihar,09apr2020,saran,16.428572
-45,-29,1,-64,-35,18,bihar,10apr2020,saran,16.571428
-46,-29,-1,-64,-34,18,bihar,11apr2020,saran,16.714285
-43,-27,-6,-61,-21,13,bihar,12apr2020,saran,16.714285
